delay,pdf_c9_mapped_timing,pdf_c3_mapped_timing,pdf_c2_mapped_timing,pdf_c7_mapped_timing,pdf_c1_mapped_timing,pdf_c4_mapped_timing,pdf_c5_mapped_timing,pdf_c8_mapped_timing,pdf_c6_mapped_timing
8.22100000E+00,0.00034315,0.00000209,0.00000006,0.00019825,0.00000003,0.00002549,0.00002690,0.00039923,0.00009222
8.22200000E+00,0.00034287,0.00000208,0.00000006,0.00019809,0.00000003,0.00002547,0.00002688,0.00039889,0.00009215
8.22300000E+00,0.00034258,0.00000208,0.00000006,0.00019793,0.00000003,0.00002546,0.00002687,0.00039855,0.00009209
8.22400000E+00,0.00034230,0.00000208,0.00000006,0.00019778,0.00000003,0.00002544,0.00002685,0.00039820,0.00009202
8.22500000E+00,0.00034201,0.00000208,0.00000006,0.00019762,0.00000003,0.00002543,0.00002683,0.00039786,0.00009195
8.22600000E+00,0.00034173,0.00000208,0.00000006,0.00019747,0.00000003,0.00002541,0.00002682,0.00039752,0.00009189
8.22700000E+00,0.00034144,0.00000208,0.00000006,0.00019731,0.00000003,0.00002539,0.00002680,0.00039718,0.00009182
8.22800000E+00,0.00034116,0.00000207,0.00000006,0.00019716,0.00000003,0.00002538,0.00002678,0.00039684,0.00009175
8.22900000E+00,0.00034088,0.00000207,0.00000006,0.00019700,0.00000003,0.00002536,0.00002676,0.00039650,0.00009168
8.23000000E+00,0.00034059,0.00000207,0.00000006,0.00019684,0.00000003,0.00002534,0.00002675,0.00039616,0.00009162
8.23100000E+00,0.00034031,0.00000207,0.00000006,0.00019669,0.00000003,0.00002533,0.00002673,0.00039582,0.00009155
8.23200000E+00,0.00034003,0.00000207,0.00000006,0.00019653,0.00000003,0.00002531,0.00002671,0.00039548,0.00009148
8.23300000E+00,0.00033975,0.00000207,0.00000006,0.00019638,0.00000003,0.00002530,0.00002669,0.00039514,0.00009142
8.23400000E+00,0.00033946,0.00000206,0.00000006,0.00019623,0.00000003,0.00002528,0.00002668,0.00039480,0.00009135
8.23500000E+00,0.00033918,0.00000206,0.00000006,0.00019607,0.00000003,0.00002526,0.00002666,0.00039446,0.00009128
8.23600000E+00,0.00033890,0.00000206,0.00000006,0.00019592,0.00000003,0.00002525,0.00002664,0.00039412,0.00009122
8.23700000E+00,0.00033862,0.00000206,0.00000006,0.00019576,0.00000003,0.00002523,0.00002663,0.00039378,0.00009115
8.23800000E+00,0.00033834,0.00000206,0.00000006,0.00019561,0.00000003,0.00002521,0.00002661,0.00039345,0.00009108
8.23900000E+00,0.00033806,0.00000206,0.00000006,0.00019545,0.00000003,0.00002520,0.00002659,0.00039311,0.00009102
8.24000000E+00,0.00033778,0.00000205,0.00000006,0.00019530,0.00000003,0.00002518,0.00002657,0.00039277,0.00009095
8.24100000E+00,0.00033750,0.00000205,0.00000006,0.00019515,0.00000003,0.00002517,0.00002656,0.00039243,0.00009089
8.24200000E+00,0.00033722,0.00000205,0.00000006,0.00019499,0.00000003,0.00002515,0.00002654,0.00039210,0.00009082
8.24300000E+00,0.00033694,0.00000205,0.00000006,0.00019484,0.00000003,0.00002513,0.00002652,0.00039176,0.00009075
8.24400000E+00,0.00033666,0.00000205,0.00000006,0.00019469,0.00000003,0.00002512,0.00002651,0.00039143,0.00009069
8.24500000E+00,0.00033638,0.00000205,0.00000006,0.00019453,0.00000003,0.00002510,0.00002649,0.00039109,0.00009062
8.24600000E+00,0.00033610,0.00000204,0.00000006,0.00019438,0.00000003,0.00002509,0.00002647,0.00039076,0.00009055
8.24700000E+00,0.00033582,0.00000204,0.00000006,0.00019423,0.00000003,0.00002507,0.00002645,0.00039042,0.00009049
8.24800000E+00,0.00033554,0.00000204,0.00000006,0.00019408,0.00000003,0.00002505,0.00002644,0.00039009,0.00009042
8.24900000E+00,0.00033527,0.00000204,0.00000006,0.00019392,0.00000003,0.00002504,0.00002642,0.00038975,0.00009036
8.25000000E+00,0.00033499,0.00000204,0.00000006,0.00019377,0.00000003,0.00002502,0.00002640,0.00038942,0.00009029
8.25100000E+00,0.00033471,0.00000204,0.00000006,0.00019362,0.00000003,0.00002501,0.00002639,0.00038909,0.00009023
8.25200000E+00,0.00033443,0.00000203,0.00000006,0.00019347,0.00000003,0.00002499,0.00002637,0.00038876,0.00009016
8.25300000E+00,0.00033416,0.00000203,0.00000006,0.00019331,0.00000003,0.00002497,0.00002635,0.00038842,0.00009009
8.25400000E+00,0.00033388,0.00000203,0.00000006,0.00019316,0.00000003,0.00002496,0.00002633,0.00038809,0.00009003
8.25500000E+00,0.00033360,0.00000203,0.00000006,0.00019301,0.00000003,0.00002494,0.00002632,0.00038776,0.00008996
8.25600000E+00,0.00033333,0.00000203,0.00000006,0.00019286,0.00000003,0.00002493,0.00002630,0.00038743,0.00008990
8.25700000E+00,0.00033305,0.00000203,0.00000006,0.00019271,0.00000003,0.00002491,0.00002628,0.00038710,0.00008983
8.25800000E+00,0.00033278,0.00000202,0.00000006,0.00019256,0.00000003,0.00002490,0.00002627,0.00038677,0.00008977
8.25900000E+00,0.00033250,0.00000202,0.00000006,0.00019241,0.00000003,0.00002488,0.00002625,0.00038644,0.00008970
8.26000000E+00,0.00033223,0.00000202,0.00000006,0.00019226,0.00000003,0.00002486,0.00002623,0.00038611,0.00008964
8.26100000E+00,0.00033195,0.00000202,0.00000006,0.00019210,0.00000003,0.00002485,0.00002622,0.00038578,0.00008957
8.26200000E+00,0.00033168,0.00000202,0.00000006,0.00019195,0.00000003,0.00002483,0.00002620,0.00038545,0.00008951
8.26300000E+00,0.00033140,0.00000202,0.00000006,0.00019180,0.00000003,0.00002482,0.00002618,0.00038512,0.00008944
8.26400000E+00,0.00033113,0.00000201,0.00000006,0.00019165,0.00000003,0.00002480,0.00002617,0.00038479,0.00008938
8.26500000E+00,0.00033086,0.00000201,0.00000006,0.00019150,0.00000003,0.00002478,0.00002615,0.00038446,0.00008931
8.26600000E+00,0.00033058,0.00000201,0.00000006,0.00019135,0.00000003,0.00002477,0.00002613,0.00038413,0.00008925
8.26700000E+00,0.00033031,0.00000201,0.00000006,0.00019120,0.00000003,0.00002475,0.00002612,0.00038380,0.00008918
8.26800000E+00,0.00033004,0.00000201,0.00000006,0.00019105,0.00000003,0.00002474,0.00002610,0.00038348,0.00008912
8.26900000E+00,0.00032977,0.00000201,0.00000006,0.00019090,0.00000003,0.00002472,0.00002608,0.00038315,0.00008905
8.27000000E+00,0.00032949,0.00000200,0.00000006,0.00019075,0.00000003,0.00002471,0.00002606,0.00038282,0.00008899
8.27100000E+00,0.00032922,0.00000200,0.00000006,0.00019060,0.00000003,0.00002469,0.00002605,0.00038250,0.00008892
8.27200000E+00,0.00032895,0.00000200,0.00000006,0.00019046,0.00000003,0.00002467,0.00002603,0.00038217,0.00008886
8.27300000E+00,0.00032868,0.00000200,0.00000006,0.00019031,0.00000003,0.00002466,0.00002601,0.00038184,0.00008879
8.27400000E+00,0.00032841,0.00000200,0.00000006,0.00019016,0.00000003,0.00002464,0.00002600,0.00038152,0.00008873
8.27500000E+00,0.00032814,0.00000200,0.00000006,0.00019001,0.00000003,0.00002463,0.00002598,0.00038119,0.00008867
8.27600000E+00,0.00032787,0.00000200,0.00000006,0.00018986,0.00000003,0.00002461,0.00002596,0.00038087,0.00008860
8.27700000E+00,0.00032760,0.00000199,0.00000006,0.00018971,0.00000003,0.00002460,0.00002595,0.00038055,0.00008854
8.27800000E+00,0.00032733,0.00000199,0.00000006,0.00018956,0.00000003,0.00002458,0.00002593,0.00038022,0.00008847
8.27900000E+00,0.00032706,0.00000199,0.00000006,0.00018942,0.00000003,0.00002456,0.00002591,0.00037990,0.00008841
8.28000000E+00,0.00032679,0.00000199,0.00000006,0.00018927,0.00000003,0.00002455,0.00002590,0.00037957,0.00008835
8.28100000E+00,0.00032652,0.00000199,0.00000006,0.00018912,0.00000003,0.00002453,0.00002588,0.00037925,0.00008828
8.28200000E+00,0.00032625,0.00000199,0.00000006,0.00018897,0.00000003,0.00002452,0.00002586,0.00037893,0.00008822
8.28300000E+00,0.00032598,0.00000198,0.00000006,0.00018882,0.00000003,0.00002450,0.00002585,0.00037861,0.00008815
8.28400000E+00,0.00032571,0.00000198,0.00000006,0.00018868,0.00000003,0.00002449,0.00002583,0.00037828,0.00008809
8.28500000E+00,0.00032544,0.00000198,0.00000006,0.00018853,0.00000003,0.00002447,0.00002581,0.00037796,0.00008803
8.28600000E+00,0.00032517,0.00000198,0.00000006,0.00018838,0.00000003,0.00002446,0.00002580,0.00037764,0.00008796
8.28700000E+00,0.00032491,0.00000198,0.00000006,0.00018823,0.00000003,0.00002444,0.00002578,0.00037732,0.00008790
8.28800000E+00,0.00032464,0.00000198,0.00000006,0.00018809,0.00000003,0.00002442,0.00002577,0.00037700,0.00008783
8.28900000E+00,0.00032437,0.00000197,0.00000006,0.00018794,0.00000003,0.00002441,0.00002575,0.00037668,0.00008777
8.29000000E+00,0.00032411,0.00000197,0.00000006,0.00018779,0.00000003,0.00002439,0.00002573,0.00037636,0.00008771
8.29100000E+00,0.00032384,0.00000197,0.00000006,0.00018765,0.00000003,0.00002438,0.00002572,0.00037604,0.00008764
8.29200000E+00,0.00032357,0.00000197,0.00000006,0.00018750,0.00000003,0.00002436,0.00002570,0.00037572,0.00008758
8.29300000E+00,0.00032331,0.00000197,0.00000006,0.00018735,0.00000003,0.00002435,0.00002568,0.00037540,0.00008752
8.29400000E+00,0.00032304,0.00000197,0.00000006,0.00018721,0.00000003,0.00002433,0.00002567,0.00037508,0.00008745
8.29500000E+00,0.00032278,0.00000196,0.00000006,0.00018706,0.00000003,0.00002432,0.00002565,0.00037476,0.00008739
8.29600000E+00,0.00032251,0.00000196,0.00000006,0.00018692,0.00000003,0.00002430,0.00002563,0.00037444,0.00008733
8.29700000E+00,0.00032225,0.00000196,0.00000006,0.00018677,0.00000003,0.00002429,0.00002562,0.00037413,0.00008726
8.29800000E+00,0.00032198,0.00000196,0.00000006,0.00018663,0.00000003,0.00002427,0.00002560,0.00037381,0.00008720
8.29900000E+00,0.00032172,0.00000196,0.00000006,0.00018648,0.00000003,0.00002426,0.00002558,0.00037349,0.00008714
8.30000000E+00,0.00032145,0.00000196,0.00000006,0.00018633,0.00000003,0.00002424,0.00002557,0.00037318,0.00008708
8.30100000E+00,0.00032119,0.00000196,0.00000006,0.00018619,0.00000003,0.00002422,0.00002555,0.00037286,0.00008701
8.30200000E+00,0.00032092,0.00000195,0.00000006,0.00018604,0.00000003,0.00002421,0.00002554,0.00037254,0.00008695
8.30300000E+00,0.00032066,0.00000195,0.00000006,0.00018590,0.00000003,0.00002419,0.00002552,0.00037223,0.00008689
8.30400000E+00,0.00032040,0.00000195,0.00000006,0.00018575,0.00000003,0.00002418,0.00002550,0.00037191,0.00008682
8.30500000E+00,0.00032013,0.00000195,0.00000006,0.00018561,0.00000003,0.00002416,0.00002549,0.00037160,0.00008676
8.30600000E+00,0.00031987,0.00000195,0.00000006,0.00018547,0.00000003,0.00002415,0.00002547,0.00037128,0.00008670
8.30700000E+00,0.00031961,0.00000195,0.00000006,0.00018532,0.00000003,0.00002413,0.00002545,0.00037097,0.00008664
8.30800000E+00,0.00031935,0.00000194,0.00000006,0.00018518,0.00000002,0.00002412,0.00002544,0.00037065,0.00008657
8.30900000E+00,0.00031909,0.00000194,0.00000006,0.00018503,0.00000002,0.00002410,0.00002542,0.00037034,0.00008651
8.31000000E+00,0.00031882,0.00000194,0.00000006,0.00018489,0.00000002,0.00002409,0.00002540,0.00037002,0.00008645
8.31100000E+00,0.00031856,0.00000194,0.00000006,0.00018475,0.00000002,0.00002407,0.00002539,0.00036971,0.00008639
8.31200000E+00,0.00031830,0.00000194,0.00000006,0.00018460,0.00000002,0.00002406,0.00002537,0.00036940,0.00008632
8.31300000E+00,0.00031804,0.00000194,0.00000006,0.00018446,0.00000002,0.00002404,0.00002536,0.00036909,0.00008626
8.31400000E+00,0.00031778,0.00000193,0.00000006,0.00018431,0.00000002,0.00002403,0.00002534,0.00036877,0.00008620
8.31500000E+00,0.00031752,0.00000193,0.00000006,0.00018417,0.00000002,0.00002401,0.00002532,0.00036846,0.00008614
8.31600000E+00,0.00031726,0.00000193,0.00000006,0.00018403,0.00000002,0.00002400,0.00002531,0.00036815,0.00008608
8.31700000E+00,0.00031700,0.00000193,0.00000006,0.00018389,0.00000002,0.00002398,0.00002529,0.00036784,0.00008601
8.31800000E+00,0.00031674,0.00000193,0.00000006,0.00018374,0.00000002,0.00002397,0.00002527,0.00036753,0.00008595
8.31900000E+00,0.00031648,0.00000193,0.00000006,0.00018360,0.00000002,0.00002395,0.00002526,0.00036722,0.00008589
8.32000000E+00,0.00031622,0.00000193,0.00000006,0.00018346,0.00000002,0.00002393,0.00002524,0.00036691,0.00008583
8.32100000E+00,0.00031596,0.00000192,0.00000006,0.00018331,0.00000002,0.00002392,0.00002523,0.00036660,0.00008577
8.32200000E+00,0.00031570,0.00000192,0.00000006,0.00018317,0.00000002,0.00002390,0.00002521,0.00036629,0.00008571
8.32300000E+00,0.00031545,0.00000192,0.00000006,0.00018303,0.00000002,0.00002389,0.00002519,0.00036598,0.00008564
8.32400000E+00,0.00031519,0.00000192,0.00000006,0.00018289,0.00000002,0.00002387,0.00002518,0.00036567,0.00008558
8.32500000E+00,0.00031493,0.00000192,0.00000006,0.00018275,0.00000002,0.00002386,0.00002516,0.00036536,0.00008552
8.32600000E+00,0.00031467,0.00000192,0.00000006,0.00018260,0.00000002,0.00002384,0.00002515,0.00036505,0.00008546
8.32700000E+00,0.00031442,0.00000191,0.00000006,0.00018246,0.00000002,0.00002383,0.00002513,0.00036474,0.00008540
8.32800000E+00,0.00031416,0.00000191,0.00000006,0.00018232,0.00000002,0.00002381,0.00002511,0.00036443,0.00008534
8.32900000E+00,0.00031390,0.00000191,0.00000006,0.00018218,0.00000002,0.00002380,0.00002510,0.00036413,0.00008527
8.33000000E+00,0.00031365,0.00000191,0.00000006,0.00018204,0.00000002,0.00002378,0.00002508,0.00036382,0.00008521
8.33100000E+00,0.00031339,0.00000191,0.00000006,0.00018190,0.00000002,0.00002377,0.00002507,0.00036351,0.00008515
8.33200000E+00,0.00031313,0.00000191,0.00000006,0.00018176,0.00000002,0.00002375,0.00002505,0.00036320,0.00008509
8.33300000E+00,0.00031288,0.00000191,0.00000006,0.00018162,0.00000002,0.00002374,0.00002503,0.00036290,0.00008503
8.33400000E+00,0.00031262,0.00000190,0.00000006,0.00018147,0.00000002,0.00002372,0.00002502,0.00036259,0.00008497
8.33500000E+00,0.00031237,0.00000190,0.00000006,0.00018133,0.00000002,0.00002371,0.00002500,0.00036229,0.00008491
8.33600000E+00,0.00031211,0.00000190,0.00000006,0.00018119,0.00000002,0.00002369,0.00002499,0.00036198,0.00008485
8.33700000E+00,0.00031186,0.00000190,0.00000006,0.00018105,0.00000002,0.00002368,0.00002497,0.00036168,0.00008479
8.33800000E+00,0.00031160,0.00000190,0.00000006,0.00018091,0.00000002,0.00002366,0.00002495,0.00036137,0.00008472
8.33900000E+00,0.00031135,0.00000190,0.00000006,0.00018077,0.00000002,0.00002365,0.00002494,0.00036107,0.00008466
8.34000000E+00,0.00031109,0.00000189,0.00000006,0.00018063,0.00000002,0.00002363,0.00002492,0.00036076,0.00008460
8.34100000E+00,0.00031084,0.00000189,0.00000006,0.00018049,0.00000002,0.00002362,0.00002491,0.00036046,0.00008454
8.34200000E+00,0.00031059,0.00000189,0.00000006,0.00018035,0.00000002,0.00002360,0.00002489,0.00036015,0.00008448
8.34300000E+00,0.00031033,0.00000189,0.00000006,0.00018021,0.00000002,0.00002359,0.00002487,0.00035985,0.00008442
8.34400000E+00,0.00031008,0.00000189,0.00000006,0.00018007,0.00000002,0.00002358,0.00002486,0.00035955,0.00008436
8.34500000E+00,0.00030983,0.00000189,0.00000006,0.00017993,0.00000002,0.00002356,0.00002484,0.00035925,0.00008430
8.34600000E+00,0.00030957,0.00000189,0.00000006,0.00017980,0.00000002,0.00002355,0.00002483,0.00035894,0.00008424
8.34700000E+00,0.00030932,0.00000188,0.00000006,0.00017966,0.00000002,0.00002353,0.00002481,0.00035864,0.00008418
8.34800000E+00,0.00030907,0.00000188,0.00000006,0.00017952,0.00000002,0.00002352,0.00002480,0.00035834,0.00008412
8.34900000E+00,0.00030882,0.00000188,0.00000006,0.00017938,0.00000002,0.00002350,0.00002478,0.00035804,0.00008406
8.35000000E+00,0.00030857,0.00000188,0.00000006,0.00017924,0.00000002,0.00002349,0.00002476,0.00035774,0.00008400
8.35100000E+00,0.00030832,0.00000188,0.00000006,0.00017910,0.00000002,0.00002347,0.00002475,0.00035744,0.00008394
8.35200000E+00,0.00030806,0.00000188,0.00000006,0.00017896,0.00000002,0.00002346,0.00002473,0.00035713,0.00008388
8.35300000E+00,0.00030781,0.00000188,0.00000006,0.00017883,0.00000002,0.00002344,0.00002472,0.00035683,0.00008382
8.35400000E+00,0.00030756,0.00000187,0.00000006,0.00017869,0.00000002,0.00002343,0.00002470,0.00035653,0.00008376
8.35500000E+00,0.00030731,0.00000187,0.00000006,0.00017855,0.00000002,0.00002341,0.00002469,0.00035623,0.00008370
8.35600000E+00,0.00030706,0.00000187,0.00000006,0.00017841,0.00000002,0.00002340,0.00002467,0.00035594,0.00008364
8.35700000E+00,0.00030681,0.00000187,0.00000006,0.00017827,0.00000002,0.00002338,0.00002465,0.00035564,0.00008358
8.35800000E+00,0.00030656,0.00000187,0.00000006,0.00017814,0.00000002,0.00002337,0.00002464,0.00035534,0.00008352
8.35900000E+00,0.00030631,0.00000187,0.00000006,0.00017800,0.00000002,0.00002335,0.00002462,0.00035504,0.00008346
8.36000000E+00,0.00030606,0.00000186,0.00000006,0.00017786,0.00000002,0.00002334,0.00002461,0.00035474,0.00008340
8.36100000E+00,0.00030582,0.00000186,0.00000006,0.00017772,0.00000002,0.00002332,0.00002459,0.00035444,0.00008334
8.36200000E+00,0.00030557,0.00000186,0.00000006,0.00017759,0.00000002,0.00002331,0.00002458,0.00035415,0.00008328
8.36300000E+00,0.00030532,0.00000186,0.00000006,0.00017745,0.00000002,0.00002330,0.00002456,0.00035385,0.00008322
8.36400000E+00,0.00030507,0.00000186,0.00000006,0.00017731,0.00000002,0.00002328,0.00002454,0.00035355,0.00008316
8.36500000E+00,0.00030482,0.00000186,0.00000006,0.00017718,0.00000002,0.00002327,0.00002453,0.00035325,0.00008310
8.36600000E+00,0.00030458,0.00000186,0.00000006,0.00017704,0.00000002,0.00002325,0.00002451,0.00035296,0.00008304
8.36700000E+00,0.00030433,0.00000185,0.00000006,0.00017690,0.00000002,0.00002324,0.00002450,0.00035266,0.00008298
8.36800000E+00,0.00030408,0.00000185,0.00000006,0.00017677,0.00000002,0.00002322,0.00002448,0.00035237,0.00008292
8.36900000E+00,0.00030383,0.00000185,0.00000006,0.00017663,0.00000002,0.00002321,0.00002447,0.00035207,0.00008286
8.37000000E+00,0.00030359,0.00000185,0.00000006,0.00017649,0.00000002,0.00002319,0.00002445,0.00035178,0.00008280
8.37100000E+00,0.00030334,0.00000185,0.00000006,0.00017636,0.00000002,0.00002318,0.00002444,0.00035148,0.00008274
8.37200000E+00,0.00030309,0.00000185,0.00000006,0.00017622,0.00000002,0.00002316,0.00002442,0.00035119,0.00008269
8.37300000E+00,0.00030285,0.00000185,0.00000006,0.00017609,0.00000002,0.00002315,0.00002441,0.00035089,0.00008263
8.37400000E+00,0.00030260,0.00000184,0.00000006,0.00017595,0.00000002,0.00002313,0.00002439,0.00035060,0.00008257
8.37500000E+00,0.00030236,0.00000184,0.00000006,0.00017582,0.00000002,0.00002312,0.00002437,0.00035030,0.00008251
8.37600000E+00,0.00030211,0.00000184,0.00000006,0.00017568,0.00000002,0.00002311,0.00002436,0.00035001,0.00008245
8.37700000E+00,0.00030187,0.00000184,0.00000006,0.00017554,0.00000002,0.00002309,0.00002434,0.00034972,0.00008239
8.37800000E+00,0.00030162,0.00000184,0.00000006,0.00017541,0.00000002,0.00002308,0.00002433,0.00034943,0.00008233
8.37900000E+00,0.00030138,0.00000184,0.00000005,0.00017527,0.00000002,0.00002306,0.00002431,0.00034913,0.00008227
8.38000000E+00,0.00030113,0.00000183,0.00000005,0.00017514,0.00000002,0.00002305,0.00002430,0.00034884,0.00008221
8.38100000E+00,0.00030089,0.00000183,0.00000005,0.00017501,0.00000002,0.00002303,0.00002428,0.00034855,0.00008216
8.38200000E+00,0.00030065,0.00000183,0.00000005,0.00017487,0.00000002,0.00002302,0.00002427,0.00034826,0.00008210
8.38300000E+00,0.00030040,0.00000183,0.00000005,0.00017474,0.00000002,0.00002300,0.00002425,0.00034797,0.00008204
8.38400000E+00,0.00030016,0.00000183,0.00000005,0.00017460,0.00000002,0.00002299,0.00002424,0.00034767,0.00008198
8.38500000E+00,0.00029992,0.00000183,0.00000005,0.00017447,0.00000002,0.00002298,0.00002422,0.00034738,0.00008192
8.38600000E+00,0.00029967,0.00000183,0.00000005,0.00017433,0.00000002,0.00002296,0.00002420,0.00034709,0.00008186
8.38700000E+00,0.00029943,0.00000182,0.00000005,0.00017420,0.00000002,0.00002295,0.00002419,0.00034680,0.00008180
8.38800000E+00,0.00029919,0.00000182,0.00000005,0.00017407,0.00000002,0.00002293,0.00002417,0.00034651,0.00008175
8.38900000E+00,0.00029895,0.00000182,0.00000005,0.00017393,0.00000002,0.00002292,0.00002416,0.00034622,0.00008169
8.39000000E+00,0.00029870,0.00000182,0.00000005,0.00017380,0.00000002,0.00002290,0.00002414,0.00034593,0.00008163
8.39100000E+00,0.00029846,0.00000182,0.00000005,0.00017366,0.00000002,0.00002289,0.00002413,0.00034565,0.00008157
8.39200000E+00,0.00029822,0.00000182,0.00000005,0.00017353,0.00000002,0.00002288,0.00002411,0.00034536,0.00008151
8.39300000E+00,0.00029798,0.00000182,0.00000005,0.00017340,0.00000002,0.00002286,0.00002410,0.00034507,0.00008146
8.39400000E+00,0.00029774,0.00000181,0.00000005,0.00017327,0.00000002,0.00002285,0.00002408,0.00034478,0.00008140
8.39500000E+00,0.00029750,0.00000181,0.00000005,0.00017313,0.00000002,0.00002283,0.00002407,0.00034449,0.00008134
8.39600000E+00,0.00029726,0.00000181,0.00000005,0.00017300,0.00000002,0.00002282,0.00002405,0.00034420,0.00008128
8.39700000E+00,0.00029702,0.00000181,0.00000005,0.00017287,0.00000002,0.00002280,0.00002404,0.00034392,0.00008122
8.39800000E+00,0.00029678,0.00000181,0.00000005,0.00017273,0.00000002,0.00002279,0.00002402,0.00034363,0.00008117
8.39900000E+00,0.00029654,0.00000181,0.00000005,0.00017260,0.00000002,0.00002278,0.00002401,0.00034334,0.00008111
8.40000000E+00,0.00029630,0.00000181,0.00000005,0.00017247,0.00000002,0.00002276,0.00002399,0.00034306,0.00008105
8.40100000E+00,0.00029606,0.00000180,0.00000005,0.00017234,0.00000002,0.00002275,0.00002398,0.00034277,0.00008099
8.40200000E+00,0.00029582,0.00000180,0.00000005,0.00017220,0.00000002,0.00002273,0.00002396,0.00034249,0.00008093
8.40300000E+00,0.00029558,0.00000180,0.00000005,0.00017207,0.00000002,0.00002272,0.00002395,0.00034220,0.00008088
8.40400000E+00,0.00029534,0.00000180,0.00000005,0.00017194,0.00000002,0.00002270,0.00002393,0.00034191,0.00008082
8.40500000E+00,0.00029510,0.00000180,0.00000005,0.00017181,0.00000002,0.00002269,0.00002392,0.00034163,0.00008076
8.40600000E+00,0.00029486,0.00000180,0.00000005,0.00017168,0.00000002,0.00002268,0.00002390,0.00034134,0.00008070
8.40700000E+00,0.00029463,0.00000180,0.00000005,0.00017155,0.00000002,0.00002266,0.00002389,0.00034106,0.00008065
8.40800000E+00,0.00029439,0.00000179,0.00000005,0.00017141,0.00000002,0.00002265,0.00002387,0.00034078,0.00008059
8.40900000E+00,0.00029415,0.00000179,0.00000005,0.00017128,0.00000002,0.00002263,0.00002386,0.00034049,0.00008053
8.41000000E+00,0.00029391,0.00000179,0.00000005,0.00017115,0.00000002,0.00002262,0.00002384,0.00034021,0.00008048
8.41100000E+00,0.00029368,0.00000179,0.00000005,0.00017102,0.00000002,0.00002260,0.00002382,0.00033993,0.00008042
8.41200000E+00,0.00029344,0.00000179,0.00000005,0.00017089,0.00000002,0.00002259,0.00002381,0.00033964,0.00008036
8.41300000E+00,0.00029320,0.00000179,0.00000005,0.00017076,0.00000002,0.00002258,0.00002379,0.00033936,0.00008030
8.41400000E+00,0.00029297,0.00000179,0.00000005,0.00017063,0.00000002,0.00002256,0.00002378,0.00033908,0.00008025
8.41500000E+00,0.00029273,0.00000178,0.00000005,0.00017050,0.00000002,0.00002255,0.00002376,0.00033880,0.00008019
8.41600000E+00,0.00029250,0.00000178,0.00000005,0.00017037,0.00000002,0.00002253,0.00002375,0.00033851,0.00008013
8.41700000E+00,0.00029226,0.00000178,0.00000005,0.00017024,0.00000002,0.00002252,0.00002373,0.00033823,0.00008008
8.41800000E+00,0.00029202,0.00000178,0.00000005,0.00017011,0.00000002,0.00002251,0.00002372,0.00033795,0.00008002
8.41900000E+00,0.00029179,0.00000178,0.00000005,0.00016998,0.00000002,0.00002249,0.00002370,0.00033767,0.00007996
8.42000000E+00,0.00029155,0.00000178,0.00000005,0.00016985,0.00000002,0.00002248,0.00002369,0.00033739,0.00007991
8.42100000E+00,0.00029132,0.00000178,0.00000005,0.00016972,0.00000002,0.00002246,0.00002368,0.00033711,0.00007985
8.42200000E+00,0.00029108,0.00000177,0.00000005,0.00016959,0.00000002,0.00002245,0.00002366,0.00033683,0.00007979
8.42300000E+00,0.00029085,0.00000177,0.00000005,0.00016946,0.00000002,0.00002244,0.00002365,0.00033655,0.00007974
8.42400000E+00,0.00029062,0.00000177,0.00000005,0.00016933,0.00000002,0.00002242,0.00002363,0.00033627,0.00007968
8.42500000E+00,0.00029038,0.00000177,0.00000005,0.00016920,0.00000002,0.00002241,0.00002362,0.00033599,0.00007962
8.42600000E+00,0.00029015,0.00000177,0.00000005,0.00016907,0.00000002,0.00002239,0.00002360,0.00033571,0.00007957
8.42700000E+00,0.00028992,0.00000177,0.00000005,0.00016894,0.00000002,0.00002238,0.00002359,0.00033543,0.00007951
8.42800000E+00,0.00028968,0.00000177,0.00000005,0.00016881,0.00000002,0.00002237,0.00002357,0.00033515,0.00007945
8.42900000E+00,0.00028945,0.00000176,0.00000005,0.00016868,0.00000002,0.00002235,0.00002356,0.00033487,0.00007940
8.43000000E+00,0.00028922,0.00000176,0.00000005,0.00016855,0.00000002,0.00002234,0.00002354,0.00033460,0.00007934
8.43100000E+00,0.00028898,0.00000176,0.00000005,0.00016843,0.00000002,0.00002232,0.00002353,0.00033432,0.00007928
8.43200000E+00,0.00028875,0.00000176,0.00000005,0.00016830,0.00000002,0.00002231,0.00002351,0.00033404,0.00007923
8.43300000E+00,0.00028852,0.00000176,0.00000005,0.00016817,0.00000002,0.00002230,0.00002350,0.00033376,0.00007917
8.43400000E+00,0.00028829,0.00000176,0.00000005,0.00016804,0.00000002,0.00002228,0.00002348,0.00033349,0.00007912
8.43500000E+00,0.00028806,0.00000176,0.00000005,0.00016791,0.00000002,0.00002227,0.00002347,0.00033321,0.00007906
8.43600000E+00,0.00028782,0.00000175,0.00000005,0.00016778,0.00000002,0.00002226,0.00002345,0.00033293,0.00007900
8.43700000E+00,0.00028759,0.00000175,0.00000005,0.00016766,0.00000002,0.00002224,0.00002344,0.00033266,0.00007895
8.43800000E+00,0.00028736,0.00000175,0.00000005,0.00016753,0.00000002,0.00002223,0.00002342,0.00033238,0.00007889
8.43900000E+00,0.00028713,0.00000175,0.00000005,0.00016740,0.00000002,0.00002221,0.00002341,0.00033211,0.00007884
8.44000000E+00,0.00028690,0.00000175,0.00000005,0.00016727,0.00000002,0.00002220,0.00002339,0.00033183,0.00007878
